matchid,bo,PlayerId,PlayerName,runeId,iconKey
9691,3,3064,WEShanks,5005,StatModsAttackSpeedIcon
9691,3,3064,WEShanks,5008,StatModsAdaptiveForceIcon
9691,3,3064,WEShanks,5003,StatModsMagicResIcon
9691,3,1470,WEHope,8021,FleetFootwork
9691,3,1470,WEHope,9101,Overheal
9691,3,1470,WEHope,9103,LegendBloodline
9691,3,1470,WEHope,8017,CutDown
9691,3,1470,WEHope,8139,GreenTerror_TasteOfBlood
9691,3,1470,WEHope,8134,IngeniousHunter
9691,3,1470,WEHope,5005,StatModsAttackSpeedIcon
9691,3,1470,WEHope,5008,StatModsAdaptiveForceIcon
9691,3,1470,WEHope,5002,StatModsArmorIcon
9691,3,3006,WEIwandy,8214,SummonAery
9691,3,3006,WEIwandy,8275,6361
9691,3,3006,WEIwandy,8234,CelerityTemp
9691,3,3006,WEIwandy,8237,Scorch
9691,3,3006,WEIwandy,8304,MagicalFootwear
9691,3,3006,WEIwandy,8345,BiscuitDelivery
9691,3,3006,WEIwandy,5008,StatModsAdaptiveForceIcon
9691,3,3006,WEIwandy,5008,StatModsAdaptiveForceIcon
9691,3,3006,WEIwandy,5003,StatModsMagicResIcon
